date_of_operation,restaurant_type,branch_identifier,state_of_operation,region_of_operation,number_of_customers
11-02-2018,take-away/internet-orders,not_available,GUJARAT,,254
12-02-2018,take-away/internet-orders,not_available,GUJARAT,,447
2-13-18,take-away/internet-orders,not_available,GUJARAT,,568
2-14-18,take-away/internet-orders,not_available,GUJARAT,,578
2-15-18,take-away/internet-orders,not_available,GUJARAT,,496
2-16-18,take-away/internet-orders,not_available,GUJARAT,,651
2-17-18,take-away/internet-orders,not_available,GUJARAT,,636
2-18-18,take-away/internet-orders,not_available,GUJARAT,,230
2-19-18,take-away/internet-orders,not_available,GUJARAT,,422
2-20-18,take-away/internet-orders,not_available,GUJARAT,,593
2-21-18,take-away/internet-orders,not_available,GUJARAT,,552
2-22-18,take-away/internet-orders,not_available,GUJARAT,,474
2-23-18,take-away/internet-orders,not_available,GUJARAT,,343
2-24-18,take-away/internet-orders,not_available,GUJARAT,,370
2-25-18,take-away/internet-orders,not_available,GUJARAT,,331
2-26-18,take-away/internet-orders,not_available,GUJARAT,,247
2-27-18,take-away/internet-orders,not_available,GUJARAT,,166
2-28-18,take-away/internet-orders,not_available,GUJARAT,,0
01-03-2018,take-away/internet-orders,not_available,GUJARAT,,156
02-03-2018,take-away/internet-orders,not_available,GUJARAT,,80
03-03-2018,take-away/internet-orders,not_available,GUJARAT,,149
04-03-2018,take-away/internet-orders,not_available,GUJARAT,,150
05-03-2018,take-away/internet-orders,not_available,GUJARAT,,152
06-03-2018,take-away/internet-orders,not_available,GUJARAT,,190
07-03-2018,take-away/internet-orders,not_available,GUJARAT,,196
08-03-2018,take-away/internet-orders,not_available,GUJARAT,,74
09-03-2018,take-away/internet-orders,not_available,GUJARAT,,329
10-03-2018,take-away/internet-orders,not_available,GUJARAT,,499
11-03-2018,take-away/internet-orders,not_available,GUJARAT,,646
12-03-2018,take-away/internet-orders,not_available,GUJARAT,,923
3-13-18,take-away/internet-orders,not_available,GUJARAT,,700
3-14-18,take-away/internet-orders,not_available,GUJARAT,,605
3-15-18,take-away/internet-orders,not_available,GUJARAT,,635
3-16-18,take-away/internet-orders,not_available,GUJARAT,,787
3-17-18,take-away/internet-orders,not_available,GUJARAT,,652
3-18-18,take-away/internet-orders,not_available,GUJARAT,,782
3-19-18,take-away/internet-orders,not_available,GUJARAT,,364
3-20-18,take-away/internet-orders,not_available,GUJARAT,,492
3-21-18,take-away/internet-orders,not_available,GUJARAT,,477
3-22-18,take-away/internet-orders,not_available,GUJARAT,,565
3-23-18,take-away/internet-orders,not_available,GUJARAT,,381
3-24-18,take-away/internet-orders,not_available,GUJARAT,,529
3-25-18,take-away/internet-orders,not_available,GUJARAT,,448
3-26-18,take-away/internet-orders,not_available,GUJARAT,,325
3-27-18,take-away/internet-orders,not_available,GUJARAT,,301
3-28-18,take-away/internet-orders,not_available,GUJARAT,,188
3-29-18,take-away/internet-orders,not_available,GUJARAT,,122
3-30-18,take-away/internet-orders,not_available,GUJARAT,,54
3-31-18,take-away/internet-orders,not_available,GUJARAT,,6
01-04-2018,take-away/internet-orders,not_available,GUJARAT,,16
02-04-2018,take-away/internet-orders,not_available,GUJARAT,,83
03-04-2018,take-away/internet-orders,not_available,GUJARAT,,85
04-04-2018,take-away/internet-orders,not_available,GUJARAT,,87
05-04-2018,take-away/internet-orders,not_available,GUJARAT,,131
06-04-2018,take-away/internet-orders,not_available,GUJARAT,,126
07-04-2018,take-away/internet-orders,not_available,GUJARAT,,53
08-04-2018,take-away/internet-orders,not_available,GUJARAT,,153
09-04-2018,take-away/internet-orders,not_available,GUJARAT,,39
10-04-2018,take-away/internet-orders,not_available,GUJARAT,,152
11-04-2018,take-away/internet-orders,not_available,GUJARAT,,614
12-04-2018,take-away/internet-orders,not_available,GUJARAT,,788
4-13-18,take-away/internet-orders,not_available,GUJARAT,,866
4-14-18,take-away/internet-orders,not_available,GUJARAT,,745
4-15-18,take-away/internet-orders,not_available,GUJARAT,,335
4-16-18,take-away/internet-orders,not_available,GUJARAT,,730
4-17-18,take-away/internet-orders,not_available,GUJARAT,,938
4-18-18,take-away/internet-orders,not_available,GUJARAT,,743
4-19-18,take-away/internet-orders,not_available,GUJARAT,,807
4-20-18,take-away/internet-orders,not_available,GUJARAT,,682
4-21-18,take-away/internet-orders,not_available,GUJARAT,,773
4-22-18,take-away/internet-orders,not_available,GUJARAT,,521
4-23-18,take-away/internet-orders,not_available,GUJARAT,,596
4-24-18,take-away/internet-orders,not_available,GUJARAT,,487
4-25-18,take-away/internet-orders,not_available,GUJARAT,,495
4-26-18,take-away/internet-orders,not_available,GUJARAT,,380
4-27-18,take-away/internet-orders,not_available,GUJARAT,,244
4-28-18,take-away/internet-orders,not_available,GUJARAT,,147
4-29-18,take-away/internet-orders,not_available,GUJARAT,,57
4-30-18,take-away/internet-orders,not_available,GUJARAT,,46
01-05-2018,take-away/internet-orders,not_available,GUJARAT,,300
02-05-2018,take-away/internet-orders,not_available,GUJARAT,,232
03-05-2018,take-away/internet-orders,not_available,GUJARAT,,201
04-05-2018,take-away/internet-orders,not_available,GUJARAT,,222
05-05-2018,take-away/internet-orders,not_available,GUJARAT,,126
06-05-2018,take-away/internet-orders,not_available,GUJARAT,,177
07-05-2018,take-away/internet-orders,not_available,GUJARAT,,154
08-05-2018,take-away/internet-orders,not_available,GUJARAT,,247
09-05-2018,take-away/internet-orders,not_available,GUJARAT,,240
10-05-2018,take-away/internet-orders,not_available,GUJARAT,,218
11-05-2018,take-away/internet-orders,not_available,GUJARAT,,565
12-05-2018,take-away/internet-orders,not_available,GUJARAT,,658
5-13-18,take-away/internet-orders,not_available,GUJARAT,,337
5-14-18,take-away/internet-orders,not_available,GUJARAT,,831
5-15-18,take-away/internet-orders,not_available,GUJARAT,,1046
5-16-18,take-away/internet-orders,not_available,GUJARAT,,957
5-17-18,take-away/internet-orders,not_available,GUJARAT,,863
5-18-18,take-away/internet-orders,not_available,GUJARAT,,868
5-19-18,take-away/internet-orders,not_available,GUJARAT,,1106
5-20-18,take-away/internet-orders,not_available,GUJARAT,,667
5-21-18,take-away/internet-orders,not_available,GUJARAT,,653
5-22-18,take-away/internet-orders,not_available,GUJARAT,,733
5-23-18,take-away/internet-orders,not_available,GUJARAT,,645
5-24-18,take-away/internet-orders,not_available,GUJARAT,,467
5-25-18,take-away/internet-orders,not_available,GUJARAT,,438
5-26-18,take-away/internet-orders,not_available,GUJARAT,,449
5-27-18,take-away/internet-orders,not_available,GUJARAT,,311
5-28-18,take-away/internet-orders,not_available,GUJARAT,,367
5-29-18,take-away/internet-orders,not_available,GUJARAT,,199
5-30-18,take-away/internet-orders,not_available,GUJARAT,,132
5-31-18,take-away/internet-orders,not_available,GUJARAT,,127
01-06-2018,take-away/internet-orders,not_available,GUJARAT,,421
02-06-2018,take-away/internet-orders,not_available,GUJARAT,,462
03-06-2018,take-away/internet-orders,not_available,GUJARAT,,79
04-06-2018,take-away/internet-orders,not_available,GUJARAT,,327
05-06-2018,take-away/internet-orders,not_available,GUJARAT,,294
06-06-2018,take-away/internet-orders,not_available,GUJARAT,,367
07-06-2018,take-away/internet-orders,not_available,GUJARAT,,312
08-06-2018,take-away/internet-orders,not_available,GUJARAT,,211
09-06-2018,take-away/internet-orders,not_available,GUJARAT,,263
10-06-2018,take-away/internet-orders,not_available,GUJARAT,,204
11-06-2018,take-away/internet-orders,not_available,GUJARAT,,511
12-06-2018,take-away/internet-orders,not_available,GUJARAT,,986
6-13-18,take-away/internet-orders,not_available,GUJARAT,,1025
6-14-18,take-away/internet-orders,not_available,GUJARAT,,808
6-15-18,take-away/internet-orders,not_available,GUJARAT,,905
6-16-18,take-away/internet-orders,not_available,GUJARAT,,784
6-17-18,take-away/internet-orders,not_available,GUJARAT,,473
6-18-18,take-away/internet-orders,not_available,GUJARAT,,583
6-19-18,take-away/internet-orders,not_available,GUJARAT,,852
6-20-18,take-away/internet-orders,not_available,GUJARAT,,716
6-21-18,take-away/internet-orders,not_available,GUJARAT,,650
6-22-18,take-away/internet-orders,not_available,GUJARAT,,742
6-23-18,take-away/internet-orders,not_available,GUJARAT,,565
6-24-18,take-away/internet-orders,not_available,GUJARAT,,412
6-25-18,take-away/internet-orders,not_available,GUJARAT,,439
6-26-18,take-away/internet-orders,not_available,GUJARAT,,574
6-27-18,take-away/internet-orders,not_available,GUJARAT,,368
6-28-18,take-away/internet-orders,not_available,GUJARAT,,210
6-29-18,take-away/internet-orders,not_available,GUJARAT,,77
6-30-18,take-away/internet-orders,not_available,GUJARAT,,66
01-07-2018,take-away/internet-orders,not_available,GUJARAT,,137
02-07-2018,take-away/internet-orders,not_available,GUJARAT,,226
03-07-2018,take-away/internet-orders,not_available,GUJARAT,,249
04-07-2018,take-away/internet-orders,not_available,GUJARAT,,291
05-07-2018,take-away/internet-orders,not_available,GUJARAT,,234
06-07-2018,take-away/internet-orders,not_available,GUJARAT,,276
07-07-2018,take-away/internet-orders,not_available,GUJARAT,,297
08-07-2018,take-away/internet-orders,not_available,GUJARAT,,204
09-07-2018,take-away/internet-orders,not_available,GUJARAT,,232
10-07-2018,take-away/internet-orders,not_available,GUJARAT,,261
11-07-2018,take-away/internet-orders,not_available,GUJARAT,,686
12-07-2018,take-away/internet-orders,not_available,GUJARAT,,788
7-13-18,take-away/internet-orders,not_available,GUJARAT,,764
7-14-18,take-away/internet-orders,not_available,GUJARAT,,847
7-15-18,take-away/internet-orders,not_available,GUJARAT,,477
7-16-18,take-away/internet-orders,not_available,GUJARAT,,1308
7-17-18,take-away/internet-orders,not_available,GUJARAT,,776
7-18-18,take-away/internet-orders,not_available,GUJARAT,,561
7-19-18,take-away/internet-orders,not_available,GUJARAT,,876
7-20-18,take-away/internet-orders,not_available,GUJARAT,,904
7-21-18,take-away/internet-orders,not_available,GUJARAT,,710
7-22-18,take-away/internet-orders,not_available,GUJARAT,,313
7-23-18,take-away/internet-orders,not_available,GUJARAT,,945
7-24-18,take-away/internet-orders,not_available,GUJARAT,,619
7-25-18,take-away/internet-orders,not_available,GUJARAT,,470
7-26-18,take-away/internet-orders,not_available,GUJARAT,,418
7-27-18,take-away/internet-orders,not_available,GUJARAT,,376
7-28-18,take-away/internet-orders,not_available,GUJARAT,,271
7-29-18,take-away/internet-orders,not_available,GUJARAT,,91
7-30-18,take-away/internet-orders,not_available,GUJARAT,,149
7-31-18,take-away/internet-orders,not_available,GUJARAT,,185
01-08-2018,take-away/internet-orders,not_available,GUJARAT,,349
02-08-2018,take-away/internet-orders,not_available,GUJARAT,,363
03-08-2018,take-away/internet-orders,not_available,GUJARAT,,304
04-08-2018,take-away/internet-orders,not_available,GUJARAT,,253
05-08-2018,take-away/internet-orders,not_available,GUJARAT,,238
06-08-2018,take-away/internet-orders,not_available,GUJARAT,,203
07-08-2018,take-away/internet-orders,not_available,GUJARAT,,308
08-08-2018,take-away/internet-orders,not_available,GUJARAT,,213
09-08-2018,take-away/internet-orders,not_available,GUJARAT,,140
10-08-2018,take-away/internet-orders,not_available,GUJARAT,,210
11-08-2018,take-away/internet-orders,not_available,GUJARAT,,152
12-08-2018,take-away/internet-orders,not_available,GUJARAT,,516
8-13-18,take-away/internet-orders,not_available,GUJARAT,,1102
8-14-18,take-away/internet-orders,not_available,GUJARAT,,825
8-15-18,take-away/internet-orders,not_available,GUJARAT,,495
8-16-18,take-away/internet-orders,not_available,GUJARAT,,636
8-17-18,take-away/internet-orders,not_available,GUJARAT,,897
8-18-18,take-away/internet-orders,not_available,GUJARAT,,745
8-19-18,take-away/internet-orders,not_available,GUJARAT,,352
8-20-18,take-away/internet-orders,not_available,GUJARAT,,724
8-21-18,take-away/internet-orders,not_available,GUJARAT,,648
8-22-18,take-away/internet-orders,not_available,GUJARAT,,632
8-23-18,take-away/internet-orders,not_available,GUJARAT,,617
8-24-18,take-away/internet-orders,not_available,GUJARAT,,496
8-25-18,take-away/internet-orders,not_available,GUJARAT,,737
8-26-18,take-away/internet-orders,not_available,GUJARAT,,142
8-27-18,take-away/internet-orders,not_available,GUJARAT,,244
8-28-18,take-away/internet-orders,not_available,GUJARAT,,349
8-29-18,take-away/internet-orders,not_available,GUJARAT,,320
8-30-18,take-away/internet-orders,not_available,GUJARAT,,176
8-31-18,take-away/internet-orders,not_available,GUJARAT,,61
01-09-2018,take-away/internet-orders,not_available,GUJARAT,,291
02-09-2018,take-away/internet-orders,not_available,GUJARAT,,309
03-09-2018,take-away/internet-orders,not_available,GUJARAT,,198
04-09-2018,take-away/internet-orders,not_available,GUJARAT,,255
05-09-2018,take-away/internet-orders,not_available,GUJARAT,,285
06-09-2018,take-away/internet-orders,not_available,GUJARAT,,252
07-09-2018,take-away/internet-orders,not_available,GUJARAT,,246
08-09-2018,take-away/internet-orders,not_available,GUJARAT,,205
09-09-2018,take-away/internet-orders,not_available,GUJARAT,,141
10-09-2018,take-away/internet-orders,not_available,GUJARAT,,284
11-09-2018,take-away/internet-orders,not_available,GUJARAT,,838
12-09-2018,take-away/internet-orders,not_available,GUJARAT,,880
9-13-18,take-away/internet-orders,not_available,GUJARAT,,788
9-14-18,take-away/internet-orders,not_available,GUJARAT,,642
9-15-18,take-away/internet-orders,not_available,GUJARAT,,954
9-16-18,take-away/internet-orders,not_available,GUJARAT,,146
9-17-18,take-away/internet-orders,not_available,GUJARAT,,980
9-18-18,take-away/internet-orders,not_available,GUJARAT,,615
9-19-18,take-away/internet-orders,not_available,GUJARAT,,625
9-20-18,take-away/internet-orders,not_available,GUJARAT,,714
9-21-18,take-away/internet-orders,not_available,GUJARAT,,760
9-22-18,take-away/internet-orders,not_available,GUJARAT,,616
9-23-18,take-away/internet-orders,not_available,GUJARAT,,247
9-24-18,take-away/internet-orders,not_available,GUJARAT,,521
9-25-18,take-away/internet-orders,not_available,GUJARAT,,526
9-26-18,take-away/internet-orders,not_available,GUJARAT,,507
9-27-18,take-away/internet-orders,not_available,GUJARAT,,408
9-28-18,take-away/internet-orders,not_available,GUJARAT,,233
9-29-18,take-away/internet-orders,not_available,GUJARAT,,168
9-30-18,take-away/internet-orders,not_available,GUJARAT,,54
01-10-2018,take-away/internet-orders,not_available,GUJARAT,,372
02-10-2018,take-away/internet-orders,not_available,GUJARAT,,387
03-10-2018,take-away/internet-orders,not_available,GUJARAT,,222
04-10-2018,take-away/internet-orders,not_available,GUJARAT,,266
05-10-2018,take-away/internet-orders,not_available,GUJARAT,,180
06-10-2018,take-away/internet-orders,not_available,GUJARAT,,236
07-10-2018,take-away/internet-orders,not_available,GUJARAT,,118
08-10-2018,take-away/internet-orders,not_available,GUJARAT,,255
09-10-2018,take-away/internet-orders,not_available,GUJARAT,,291
10-10-2018,take-away/internet-orders,not_available,GUJARAT,,354
11-10-2018,take-away/internet-orders,not_available,GUJARAT,,863
12-10-2018,take-away/internet-orders,not_available,GUJARAT,,852
10-13-18,take-away/internet-orders,not_available,GUJARAT,,774
10-14-18,take-away/internet-orders,not_available,GUJARAT,,226
10-15-18,take-away/internet-orders,not_available,GUJARAT,,777
10-16-18,take-away/internet-orders,not_available,GUJARAT,,815
10-17-18,take-away/internet-orders,not_available,GUJARAT,,722
10-18-18,take-away/internet-orders,not_available,GUJARAT,,657
10-19-18,take-away/internet-orders,not_available,GUJARAT,,669
10-20-18,take-away/internet-orders,not_available,GUJARAT,,758
10-21-18,take-away/internet-orders,not_available,GUJARAT,,323
10-22-18,take-away/internet-orders,not_available,GUJARAT,,553
10-23-18,take-away/internet-orders,not_available,GUJARAT,,589
10-24-18,take-away/internet-orders,not_available,GUJARAT,,765
10-25-18,take-away/internet-orders,not_available,GUJARAT,,340
